CountyName,area_damaged_open_space,area_damaged_ll,area_damaged_all
Camden,0.0,0.0,0.0
Gates,0.0,0.0,0.0
Iredell,0.0,0.0,0.0
Wilkes,0.009833308128544422,0.01242192816635161,0.019666616257088845
Union,0.0,0.0,0.0
Cabarrus,0.0,0.0,0.0
Wake,0.0,0.0,0.0
Franklin,0.0,0.0,0.0
Pender,0.0,0.0,0.0
New Hanover,0.0,0.0,0.0
Durham,0.0,0.0,0.0
Orange,0.0,0.0,0.0
Chatham,0.0,0.0,0.0
Alamance,0.0,0.0,0.0
Harnett,0.0,0.0,0.0
Moore,0.0,0.0,0.0
Beaufort,0.0,0.0,0.0
Martin,0.0,0.0,0.0
Pitt,0.0,0.0,0.0
Greene,0.0,0.0,0.0
Wilson,0.0,0.0,0.0
Wayne,0.0,0.0,0.0
Anson,0.0,0.0,0.0
Lenoir,0.0,0.0,0.0
Robeson,0.0,0.0,0.0
Hoke,0.0,0.0,0.0
Johnston,0.0,0.0,0.0
Brunswick,0.0,0.0,0.0
Columbus,0.0,0.0,0.0
Bladen,0.0,0.0,0.0
Onslow,0.0,0.0,0.0
Sampson,0.0,0.0,0.0
Carteret,0.0,0.0,0.0
Duplin,0.0,0.0,0.0
Scotland,0.0,0.0,0.0
Richmond,0.0,0.0,0.0
Jones,0.0,0.0,0.0
Craven,0.0,0.0,0.0
Cumberland,0.0,0.0,0.0
Pamlico,0.0,0.0,0.0
Mecklenburg,0.0,0.0,0.0
Jackson,0.0,0.0,0.0
Transylvania,0.008857989049278248,0.006541762070681932,0.017715978098556497
Hyde,0.0,0.0,0.0
Montgomery,0.0,0.0,0.0
Stanly,0.0,0.0,0.0
Gaston,0.0,0.0,0.0
Cleveland,0.0,0.0,0.0
Macon,0.016785321428571427,0.008800714285714287,0.033570642857142854
Cherokee,0.0,0.0,0.0
Clay,0.0,0.0,0.0
Henderson,0.0,0.0,0.0
Rutherford,0.0,0.0,0.0
Polk,0.0,0.0,0.0
Dare,0.0017812621990891352,0.010421145087833443,0.0035625243981782704
Lee,0.0,0.0,0.0
Graham,0.023654347826086955,0.022892976588628763,0.04730869565217391
Haywood,5.548868382352941,8.117364705882352,11.097736764705882
Swain,0.009170542635658915,0.007861039333907553,0.01834108527131783
Lincoln,0.0,0.0,0.0
Buncombe,0.02428837573385518,0.03214872798434442,0.04857675146771036
Rowan,0.0,0.0,0.0
Davidson,0.0,0.0,0.0
Randolph,0.0,0.0,0.0
McDowell,0.00979557065217391,0.008184239130434784,0.01959114130434782
Catawba,0.0,0.0,0.0
Burke,0.011491999999999995,0.019122539682539682,0.02298399999999999
Tyrrell,0.0,0.0,0.0
Edgecombe,0.0,0.0,0.0
Washington,0.0,0.0,0.0
Nash,0.0,0.0,0.0
Madison,0.0,0.0,0.0
Yancey,0.007685052631578947,0.005764210526315789,0.015370105263157893
Davie,0.0,0.0,0.0
Caldwell,0.060039473684210524,0.10951999999999999,0.12007894736842105
Alexander,0.0,0.0,0.0
Bertie,0.0,0.0,0.0
Mitchell,0.0,0.0,0.0
Guilford,0.0,0.0,0.0
Avery,0.011407499999999998,0.007205263157894738,0.022814999999999995
Forsyth,0.0,0.0,0.0
Chowan,0.0,0.0,0.0
Halifax,0.0,0.0,0.0
Granville,0.0,0.0,0.0
Perquimans,0.0,0.0,0.0
Yadkin,0.0,0.0,0.0
Currituck,0.0,0.0,0.0
Pasquotank,0.0,0.0,0.0
Watauga,3.3343712399119583,3.6158473954512096,6.6687424798239165
Vance,0.0,0.0,0.0
Northampton,0.0,0.0,0.0
Warren,0.0,0.0,0.0
Person,0.0,0.0,0.0
Caswell,0.0,0.0,0.0
Rockingham,0.0,0.0,0.0
Surry,0.0,0.0,0.0
Hertford,0.0,0.0,0.0
Stokes,0.0,0.0,0.0
Ashe,0.0,0.0,0.0
Alleghany,0.04869604743083004,0.016233201581027673,0.09739209486166008
